# Annotated with Bakta
# Software: v1.9.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_13	cds	2109	3989	-	BEEJFJ_05805		S-layer-like y domain-containing protein	RefSeq:WP_251447686.1, SO:0001217, UniParc:UPI00203F43A1, UniRef:UniRef100_UPI00203F43A1, UniRef:UniRef50_A0A9D2P2J7, UniRef:UniRef90_UPI00203F43A1
contig_13	cds	4005	5225	-	BEEJFJ_05810		ABC transporter permease	RefSeq:WP_251447689.1, SO:0001217, UniParc:UPI0020426568, UniRef:UniRef100_UPI0020426568, UniRef:UniRef50_A0A1C5ZIW6, UniRef:UniRef90_UPI0020426568
contig_13	cds	5222	5998	-	BEEJFJ_05815	lolD	ABC-type lipoprotein export system, ATPase component	COG:COG1136, COG:M, RefSeq:WP_251447692.1, SO:0001217, UniParc:UPI00203D95F2, UniRef:UniRef100_UPI00203D95F2, UniRef:UniRef50_A9BE52, UniRef:UniRef90_A0A1C5SXZ0
contig_13	cds	6002	7705	-	BEEJFJ_05820		efflux RND transporter periplasmic adaptor subunit	RefSeq:WP_251447695.1, SO:0001217, UniParc:UPI0020404D89, UniRef:UniRef100_UPI0020404D89, UniRef:UniRef50_A0A1C6B2H6, UniRef:UniRef90_UPI0020404D89
contig_13	cds	7958	8683	+	BEEJFJ_05825		peptidoglycan DD-metalloendopeptidase family protein	RefSeq:WP_251447697.1, SO:0001217, UniParc:UPI002040EDCD, UniRef:UniRef100_UPI002040EDCD, UniRef:UniRef50_A0A1C6B278, UniRef:UniRef90_UPI002040EDCD
contig_13	cds	8903	9145	+	BEEJFJ_05830		helix-turn-helix transcriptional regulator	RefSeq:WP_251447700.1, SO:0001217, UniParc:UPI002041264B, UniRef:UniRef100_UPI002041264B, UniRef:UniRef50_R7FY81, UniRef:UniRef90_UPI002041264B
contig_13	cds	9329	9856	+	BEEJFJ_05835	queT	QueT transporter family protein	RefSeq:WP_251447703.1, SO:0001217, UniParc:UPI0020426D2E, UniRef:UniRef100_UPI0020426D2E, UniRef:UniRef50_V2YJ91, UniRef:UniRef90_UPI0020426D2E
contig_13	cds	9884	10753	+	BEEJFJ_05840	galU	UTP--glucose-1-phosphate uridylyltransferase GalU	EC:2.7.7.9, GO:0003983, GO:0009225, RefSeq:WP_251447706.1, SO:0001217, UniParc:UPI00203C5DDB, UniRef:UniRef100_UPI00203C5DDB, UniRef:UniRef50_Q05852, UniRef:UniRef90_UPI00203C5DDB
contig_13	cds	10948	11244	+	BEEJFJ_05845	rpsF	30S ribosomal protein S6	GO:0000314, GO:0003735, GO:0006412, GO:0022627, RefSeq:WP_251447734.1, SO:0001217, UniParc:UPI002041E7C4, UniRef:UniRef100_UPI002041E7C4, UniRef:UniRef50_A0A7X7L7M1, UniRef:UniRef90_UPI002041E7C4
contig_13	cds	11257	11730	+	BEEJFJ_05850		single-stranded DNA-binding protein	RefSeq:WP_251447736.1, SO:0001217, UniParc:UPI0020402498, UniRef:UniRef100_UPI0020402498, UniRef:UniRef50_A0A1C5WP30, UniRef:UniRef90_UPI0020402498
contig_13	cds	11769	12014	+	BEEJFJ_05855	rpsR	30S ribosomal protein S18	COG:COG0238, COG:J, GO:0000314, GO:0003735, GO:0006412, GO:0022627, RefSeq:WP_251447739.1, SO:0001217, UniParc:UPI00203B8553, UniRef:UniRef100_UPI00203B8553, UniRef:UniRef50_R8VZ88, UniRef:UniRef90_A0A174X6E9
contig_13	cds	12107	13435	-	BEEJFJ_05860		[Fe-Fe] hydrogenase large subunit C-terminal domain-containing protein	RefSeq:WP_251447742.1, SO:0001217, UniParc:UPI00204264F7, UniRef:UniRef100_UPI00204264F7, UniRef:UniRef50_A0A174D1V8, UniRef:UniRef90_UPI00204264F7
contig_13	cds	13447	13866	-	BEEJFJ_05865		ATP-binding protein	RefSeq:WP_251447744.1, SO:0001217, UniParc:UPI002040D4B6, UniRef:UniRef100_UPI002040D4B6, UniRef:UniRef50_A0A174XK06, UniRef:UniRef90_UPI002040D4B6
contig_13	cds	13869	14213	-	BEEJFJ_05870		DRTGG domain-containing protein	RefSeq:WP_251447746.1, SO:0001217, UniParc:UPI00203C4F1B, UniRef:UniRef100_UPI00203C4F1B, UniRef:UniRef50_A0A7X1ZP60, UniRef:UniRef90_UPI00203C4F1B
contig_13	cds	14433	15518	+	BEEJFJ_05875	serC	3-phosphoserine/phosphohydroxythreonine transaminase	EC:2.6.1.52, GO:0003824, GO:0004648, GO:0006564, KEGG:K00831, RefSeq:WP_251447749.1, SO:0001217, UniParc:UPI00203DF39A, UniRef:UniRef100_UPI00203DF39A, UniRef:UniRef50_A0A1A9NMY2, UniRef:UniRef90_UPI00203DF39A
contig_13	cds	15531	16700	+	BEEJFJ_05880		phosphoglycerate dehydrogenase	RefSeq:WP_251447752.1, SO:0001217, UniParc:UPI002041E02D, UniRef:UniRef100_UPI002041E02D, UniRef:UniRef50_A0A3E3E4S1, UniRef:UniRef90_UPI002041E02D
contig_13	cds	16740	18653	+	BEEJFJ_05885		WG repeat-containing protein	RefSeq:WP_251447755.1, SO:0001217, UniParc:UPI0020413AF7, UniRef:UniRef100_UPI0020413AF7, UniRef:UniRef50_UPI0020413AF7, UniRef:UniRef90_UPI0020413AF7
contig_13	cds	18809	19183	+	BEEJFJ_05890	gntR	GntR family transcriptional regulator	KEGG:K07979, RefSeq:WP_251447757.1, SO:0001217, UniParc:UPI00203BFBDB, UniRef:UniRef100_UPI00203BFBDB, UniRef:UniRef50_R6CQT2, UniRef:UniRef90_UPI00203BFBDB
contig_13	cds	19191	20030	+	BEEJFJ_05895		ABC transporter ATP-binding protein	RefSeq:WP_251447759.1, SO:0001217, UniParc:UPI0020417D37, UniRef:UniRef100_UPI0020417D37, UniRef:UniRef50_A0A417TLD8, UniRef:UniRef90_UPI0020417D37
contig_13	cds	20027	20638	+	BEEJFJ_05900		ABC-2 transporter permease	RefSeq:WP_251447761.1, SO:0001217, UniParc:UPI00203A9ADE, UniRef:UniRef100_UPI00203A9ADE, UniRef:UniRef50_UPI00203A9ADE, UniRef:UniRef90_UPI00203A9ADE
contig_13	cds	20800	21168	+	BEEJFJ_05905	tnpV	TnpV protein	RefSeq:WP_160642593.1, SO:0001217, UniParc:UPI00136E6FF9, UniRef:UniRef100_A0A6N9PV27, UniRef:UniRef50_A0A1C5YDM1, UniRef:UniRef90_A0A6N9PV27
contig_13	cds	21340	21474	-	BEEJFJ_05910		hypothetical protein	
contig_13	cds	21781	22455	+	BEEJFJ_05915		Stage 0 sporulation A-like protein	RefSeq:WP_251447764.1, SO:0001217, UniParc:UPI00203A4077, UniRef:UniRef100_UPI00203A4077, UniRef:UniRef50_A0A1C5Z8I0, UniRef:UniRef90_A0A7U9N342
contig_13	cds	22443	23723	+	BEEJFJ_05920		histidine kinase	RefSeq:WP_251447767.1, SO:0001217, UniParc:UPI00203DE8B7, UniRef:UniRef100_UPI00203DE8B7, UniRef:UniRef50_A0A9D2ADX4, UniRef:UniRef90_A0A3A8YU15
contig_13	cds	23835	24869	+	BEEJFJ_05925		Ig-like domain-containing protein	RefSeq:WP_251447770.1, SO:0001217, UniParc:UPI00203BF7BC, UniRef:UniRef100_UPI00203BF7BC, UniRef:UniRef50_R9IRN3, UniRef:UniRef90_R9M0X4
contig_13	cds	24872	26038	+	BEEJFJ_05930		Cyclic nucleotide-binding domain-containing protein	RefSeq:WP_251447773.1, SO:0001217, UniParc:UPI0020405CC2, UniRef:UniRef100_UPI0020405CC2, UniRef:UniRef50_R9M8Y7, UniRef:UniRef90_R9M8Y7
contig_13	cds	26287	27174	+	BEEJFJ_05935		ABC transporter domain-containing protein	RefSeq:WP_251447776.1, SO:0001217, UniParc:UPI00203F3C44, UniRef:UniRef100_UPI00203F3C44, UniRef:UniRef50_A0A4S2H5W3, UniRef:UniRef90_R9M0G3
contig_13	cds	27152	28372	+	BEEJFJ_05940		ABC transporter permease	RefSeq:WP_251447779.1, SO:0001217, UniParc:UPI00203CA0AE, UniRef:UniRef100_UPI00203CA0AE, UniRef:UniRef50_R9MV61, UniRef:UniRef90_R9LZR8
contig_13	cds	28369	30369	+	BEEJFJ_05945		ABC transporter permease	RefSeq:WP_251447782.1, SO:0001217, UniParc:UPI00203CDB13, UniRef:UniRef100_UPI00203CDB13, UniRef:UniRef50_R9KV19, UniRef:UniRef90_R9LZT9
contig_13	cds	30990	31280	+	BEEJFJ_05950	copG	Ribbon-helix-helix protein, CopG family	RefSeq:WP_251447788.1, SO:0001217, UniParc:UPI00203DFD19, UniRef:UniRef100_UPI00203DFD19, UniRef:UniRef50_A0A3A9EFV2, UniRef:UniRef90_UPI00203DFD19
contig_13	cds	31282	32622	+	BEEJFJ_05955		MobA/VirD2-like nuclease domain-containing protein	RefSeq:WP_251447791.1, SO:0001217, UniParc:UPI002040E829, UniRef:UniRef100_UPI002040E829, UniRef:UniRef50_A0A396Q3N7, UniRef:UniRef90_A0A3A9EP98
contig_13	cds	32619	32888	+	BEEJFJ_05960	tnpW	transposon-encoded TnpW family protein	RefSeq:WP_251447793.1, SO:0001217, UniParc:UPI002040211D, UniRef:UniRef100_UPI002040211D, UniRef:UniRef50_A0A1C7GPK6, UniRef:UniRef90_UPI002040211D
contig_13	cds	32972	34648	+	BEEJFJ_05965		recombinase family protein	RefSeq:WP_251447795.1, SO:0001217, UniParc:UPI00203F958F, UniRef:UniRef100_UPI00203F958F, UniRef:UniRef50_R9KB29, UniRef:UniRef90_UPI0027155D1D
contig_13	cds	34761	35981	-	BEEJFJ_05970		5-bromo-4-chloroindolyl phosphate hydrolysis family protein	RefSeq:WP_251447797.1, SO:0001217, UniParc:UPI00203CE4EE, UniRef:UniRef100_UPI00203CE4EE, UniRef:UniRef50_UPI00203CE4EE, UniRef:UniRef90_UPI00203CE4EE
contig_13	cds	36175	38028	+	BEEJFJ_05975	vanW	VanW family protein	KEGG:K18346, RefSeq:WP_251447799.1, SO:0001217, UniParc:UPI002041C2A2, UniRef:UniRef100_UPI002041C2A2, UniRef:UniRef50_UPI002041C2A2, UniRef:UniRef90_UPI002041C2A2
contig_13	cds	38054	38728	+	BEEJFJ_05980		DUF2461 domain-containing protein	RefSeq:WP_251447801.1, SO:0001217, UniParc:UPI00203FB9E8, UniRef:UniRef100_UPI00203FB9E8, UniRef:UniRef50_A0A0S2W7K8, UniRef:UniRef90_UPI00203FB9E8
contig_13	cds	38863	39201	-	BEEJFJ_05985		HTH hxlR-type domain-containing protein	RefSeq:WP_251447802.1, SO:0001217, UniParc:UPI00203BAEA4, UniRef:UniRef100_UPI00203BAEA4, UniRef:UniRef50_N2AGN1, UniRef:UniRef90_N2AGN1
contig_13	cds	39329	40264	+	BEEJFJ_05990		radical SAM protein	RefSeq:WP_251447804.1, SO:0001217, UniParc:UPI00203FE7B2, UniRef:UniRef100_UPI00203FE7B2, UniRef:UniRef50_N2ABR0, UniRef:UniRef90_UPI00203FE7B2
contig_13	cds	40391	41113	+	BEEJFJ_05995		polysaccharide deacetylase family protein	RefSeq:WP_251447807.1, SO:0001217, UniParc:UPI00204244E0, UniRef:UniRef100_UPI00204244E0, UniRef:UniRef50_A0A212J005, UniRef:UniRef90_UPI00204244E0
contig_13	cds	41463	42632	-	BEEJFJ_06000		site-specific integrase	RefSeq:WP_251447809.1, SO:0001217, UniParc:UPI00203D7CCB, UniRef:UniRef100_UPI00203D7CCB, UniRef:UniRef50_R9M3D5, UniRef:UniRef90_UPI00203D7CCB
contig_13	cds	43247	43741	-	BEEJFJ_06005		helix-turn-helix transcriptional regulator	RefSeq:WP_251447812.1, SO:0001217, UniParc:UPI0020426B13, UniRef:UniRef100_UPI0020426B13, UniRef:UniRef50_UPI0020426B13, UniRef:UniRef90_UPI0020426B13
contig_13	cds	43912	44058	+	BEEJFJ_06010		hypothetical protein	
contig_13	cds	44216	44515	+	BEEJFJ_06015		hypothetical protein	RefSeq:WP_251447817.1, SO:0001217, UniParc:UPI002040ACB1, UniRef:UniRef100_UPI002040ACB1, UniRef:UniRef50_UPI002040ACB1, UniRef:UniRef90_UPI002040ACB1
contig_13	cds	44503	44733	+	BEEJFJ_06020		hypothetical protein	RefSeq:WP_251447820.1, SO:0001217, UniParc:UPI00203A7385, UniRef:UniRef100_UPI00203A7385, UniRef:UniRef50_UPI00203A7385, UniRef:UniRef90_UPI00203A7385
contig_13	cds	44730	44948	+	BEEJFJ_06025		helix-turn-helix domain-containing protein	RefSeq:WP_251447823.1, SO:0001217, UniParc:UPI00204125BE, UniRef:UniRef100_UPI00204125BE, UniRef:UniRef50_UPI00204125BE, UniRef:UniRef90_UPI00204125BE
contig_13	cds	45370	45855	+	BEEJFJ_06030		hypothetical protein	RefSeq:WP_251447829.1, SO:0001217, UniParc:UPI00203F5980, UniRef:UniRef100_UPI00203F5980, UniRef:UniRef50_UPI00203F5980, UniRef:UniRef90_UPI00203F5980
contig_13	cds	45868	46497	+	BEEJFJ_06035		hypothetical protein	RefSeq:WP_251447832.1, SO:0001217, UniParc:UPI00203FD522, UniRef:UniRef100_UPI00203FD522, UniRef:UniRef50_UPI00203FD522, UniRef:UniRef90_UPI00203FD522
contig_13	cds	46670	47296	+	BEEJFJ_06040		Rep protein	SO:0001217, UniRef:UniRef50_A0A1Y4BQV9, UniRef:UniRef90_UPI0020404669
contig_13	cds	47448	47696	+	BEEJFJ_06045		hypothetical protein	RefSeq:WP_251447838.1, SO:0001217, UniParc:UPI0020410302, UniRef:UniRef100_UPI0020410302, UniRef:UniRef50_UPI0020410302, UniRef:UniRef90_UPI0020410302
contig_13	cds	48350	49390	+	BEEJFJ_06050		Ig-like domain-containing protein	RefSeq:WP_251447841.1, SO:0001217, UniParc:UPI002041EDBB, UniRef:UniRef100_UPI002041EDBB, UniRef:UniRef50_UPI002041EDBB, UniRef:UniRef90_UPI002041EDBB
contig_13	cds	49662	51080	+	BEEJFJ_06055		Lipoprotein	RefSeq:WP_251447843.1, SO:0001217, UniParc:UPI00203D1C8F, UniRef:UniRef100_UPI00203D1C8F, UniRef:UniRef50_R9MI56, UniRef:UniRef90_UPI00203D1C8F
contig_13	cds	51147	51758	+	BEEJFJ_06060		HAD family phosphatase	RefSeq:WP_251447846.1, SO:0001217, UniParc:UPI00203F1AA8, UniRef:UniRef100_UPI00203F1AA8, UniRef:UniRef50_R9MA10, UniRef:UniRef90_UPI00203F1AA8
contig_13	cds	51801	53225	+	BEEJFJ_06065		Lipoprotein	SO:0001217, UniRef:UniRef50_R9MI56, UniRef:UniRef90_UPI00203F8CF2
contig_13	cds	53372	55204	+	BEEJFJ_06070		iron ABC transporter permease	KEGG:K02011, RefSeq:WP_251447852.1, SO:0001217, UniParc:UPI002040F149, UniRef:UniRef100_UPI002040F149, UniRef:UniRef50_G5IMG4, UniRef:UniRef90_UPI002040F149
contig_13	cds	55206	56852	+	BEEJFJ_06075		ATP-binding cassette domain-containing protein	RefSeq:WP_251447855.1, SO:0001217, UniParc:UPI00203D7EC3, UniRef:UniRef100_UPI00203D7EC3, UniRef:UniRef50_A0A1V6FBH0, UniRef:UniRef90_UPI00203D7EC3
contig_13	cds	56944	57816	-	BEEJFJ_06080		fumarylacetoacetate hydrolase family protein	RefSeq:WP_251447858.1, SO:0001217, UniParc:UPI00204018E3, UniRef:UniRef100_UPI00204018E3, UniRef:UniRef50_A0A7C3YR74, UniRef:UniRef90_UPI00204018E3
contig_13	cds	57832	58689	-	BEEJFJ_06085		hypothetical protein	RefSeq:WP_251447861.1, SO:0001217, UniParc:UPI00203DE8B4, UniRef:UniRef100_UPI00203DE8B4, UniRef:UniRef50_UPI00203DE8B4, UniRef:UniRef90_UPI00203DE8B4
contig_13	cds	58686	60344	-	BEEJFJ_06090		phosphoenolpyruvate--protein phosphotransferase	RefSeq:WP_251447864.1, SO:0001217, UniParc:UPI002041087A, UniRef:UniRef100_UPI002041087A, UniRef:UniRef50_A0A3D0PTH5, UniRef:UniRef90_UPI002041087A
contig_13	cds	60362	60619	-	BEEJFJ_06095		HPr family phosphocarrier protein	RefSeq:WP_251447867.1, SO:0001217, UniParc:UPI00203F8AA6, UniRef:UniRef100_UPI00203F8AA6, UniRef:UniRef50_A0A2N2BJC4, UniRef:UniRef90_UPI00203F8AA6
contig_13	cds	60630	61037	-	BEEJFJ_06100		PTS sugar transporter subunit IIA	RefSeq:WP_251447870.1, SO:0001217, UniParc:UPI00203D5955, UniRef:UniRef100_UPI00203D5955, UniRef:UniRef50_UPI00203D5955, UniRef:UniRef90_UPI00203D5955
contig_13	cds	61054	61851	-	BEEJFJ_06105		class II fructose-bisphosphate aldolase	RefSeq:WP_251447873.1, SO:0001217, UniParc:UPI00203B8FE4, UniRef:UniRef100_UPI00203B8FE4, UniRef:UniRef50_UPI00240A9171, UniRef:UniRef90_UPI00203B8FE4
contig_13	cds	61864	62715	-	BEEJFJ_06110		class II fructose-bisphosphate aldolase	EC:4.1.2.13, KEGG:K01624, RefSeq:WP_251447875.1, SO:0001217, UniParc:UPI00204108B6, UniRef:UniRef100_UPI00204108B6, UniRef:UniRef50_UPI00204108B6, UniRef:UniRef90_UPI00204108B6
contig_13	cds	62819	63904	-	BEEJFJ_06115		2-hydroxyacid dehydrogenase	RefSeq:WP_251447878.1, SO:0001217, UniParc:UPI00203A4901, UniRef:UniRef100_UPI00203A4901, UniRef:UniRef50_UPI0026DD9B03, UniRef:UniRef90_UPI00203A4901
contig_13	cds	63981	64829	-	BEEJFJ_06120		PTS system mannose/fructose/sorbose family transporter subunit IID	RefSeq:WP_251447881.1, SO:0001217, UniParc:UPI00203D65F6, UniRef:UniRef100_UPI00203D65F6, UniRef:UniRef50_UPI002409BC56, UniRef:UniRef90_UPI002409BC56
contig_13	cds	64822	65592	-	BEEJFJ_06125		PTS sugar transporter subunit IIC	RefSeq:WP_251447884.1, SO:0001217, UniParc:UPI0020414E3B, UniRef:UniRef100_UPI0020414E3B, UniRef:UniRef50_UPI0026DA76D9, UniRef:UniRef90_UPI0020414E3B
contig_13	cds	65619	66110	-	BEEJFJ_06130		PTS sugar transporter subunit IIB	RefSeq:WP_251447887.1, SO:0001217, UniParc:UPI00203F3149, UniRef:UniRef100_UPI00203F3149, UniRef:UniRef50_UPI00203F3149, UniRef:UniRef90_UPI00203F3149
contig_13	cds	66164	66886	-	BEEJFJ_06135		aspartate/glutamate racemase family protein	EC:5.1.99.3, KEGG:K16841, RefSeq:WP_251447890.1, SO:0001217, UniParc:UPI002040A6A2, UniRef:UniRef100_UPI002040A6A2, UniRef:UniRef50_H0UIF3, UniRef:UniRef90_UPI002040A6A2
contig_13	cds	66916	68277	-	BEEJFJ_06140	allB	allantoinase AllB	EC:3.5.2.5, GO:0000256, GO:0004038, GO:0008270, GO:0050897, KEGG:K01466, RefSeq:WP_251447893.1, SO:0001217, UniParc:UPI00203E6430, UniRef:UniRef100_UPI00203E6430, UniRef:UniRef50_A0A9D2HHF1, UniRef:UniRef90_UPI00203E6430
contig_13	cds	68556	69779	+	BEEJFJ_06145		sugar diacid recognition domain-containing protein	KEGG:K02647, RefSeq:WP_251447896.1, SO:0001217, UniParc:UPI00204243C4, UniRef:UniRef100_UPI00204243C4, UniRef:UniRef50_UPI00204243C4, UniRef:UniRef90_UPI00204243C4
contig_14	cds	72	584	-	BEEJFJ_06150		ferritin	RefSeq:WP_251447900.1, SO:0001217, UniParc:UPI00203F6913, UniRef:UniRef100_UPI00203F6913, UniRef:UniRef50_B0NE40, UniRef:UniRef90_UPI00203F6913
contig_14	cds	734	1564	+	BEEJFJ_06155	thyA	thymidylate synthase	EC:2.1.1.45, GO:0004799, GO:0009265, KEGG:K00560, RefSeq:WP_251447903.1, SO:0001217, UniParc:UPI00203EB738, UniRef:UniRef100_UPI00203EB738, UniRef:UniRef50_N1ZD24, UniRef:UniRef90_UPI00203EB738
contig_14	cds	1561	2037	+	BEEJFJ_06160		dihydrofolate reductase	RefSeq:WP_251447906.1, SO:0001217, UniParc:UPI00204159C0, UniRef:UniRef100_UPI00204159C0, UniRef:UniRef50_A6P1N6, UniRef:UniRef90_UPI00204159C0
contig_14	cds	2080	2643	+	BEEJFJ_06165		NUDIX hydrolase	RefSeq:WP_251447908.1, SO:0001217, UniParc:UPI00203C759E, UniRef:UniRef100_UPI00203C759E, UniRef:UniRef50_A0A2V2FM71, UniRef:UniRef90_UPI00203C759E
contig_14	cds	2656	3255	+	BEEJFJ_06170		CoA pyrophosphatase	RefSeq:WP_251447911.1, SO:0001217, UniParc:UPI002041C2DD, UniRef:UniRef100_UPI002041C2DD, UniRef:UniRef50_UPI002041C2DD, UniRef:UniRef90_UPI002041C2DD
contig_14	cds	3264	3875	+	BEEJFJ_06175		methyltransferase	EC:2.1.1.223, KEGG:K15460, SO:0001217, UniRef:UniRef50_A0A096B6I1, UniRef:UniRef90_UPI002040765A
contig_14	cds	3889	4716	+	BEEJFJ_06180	rsmI	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	EC:2.1.1.198, GO:0000451, GO:0008649, GO:0008757, KEGG:K07056, RefSeq:WP_251447918.1, SO:0001217, UniParc:UPI00203C7A7D, UniRef:UniRef100_UPI00203C7A7D, UniRef:UniRef50_A0A417KMV0, UniRef:UniRef90_UPI00203C7A7D
contig_14	cds	4719	5531	-	BEEJFJ_06185	murI	glutamate racemase	EC:5.1.1.3, GO:0008881, GO:0009252, RefSeq:WP_251447921.1, SO:0001217, UniParc:UPI00203A3B3F, UniRef:UniRef100_UPI00203A3B3F, UniRef:UniRef50_A0A4Z0XWU6, UniRef:UniRef90_UPI00203A3B3F
contig_14	cds	5748	6164	+	BEEJFJ_06190		DUF4375 domain-containing protein	RefSeq:WP_251447924.1, SO:0001217, UniParc:UPI00203AF4A7, UniRef:UniRef100_UPI00203AF4A7, UniRef:UniRef50_V2ZKE2, UniRef:UniRef90_UPI00203AF4A7
contig_14	cds	6275	7069	+	BEEJFJ_06195	iclR	IclR family transcriptional regulator	RefSeq:WP_251447926.1, SO:0001217, UniParc:UPI00203F8B8B, UniRef:UniRef100_UPI00203F8B8B, UniRef:UniRef50_A0A3D3SC87, UniRef:UniRef90_UPI00203F8B8B
contig_14	cds	7275	8972	+	BEEJFJ_06200		thiamine pyrophosphate-binding protein	EC:4.1.1.47, KEGG:K01608, RefSeq:WP_251447928.1, SO:0001217, UniParc:UPI0020409BFF, UniRef:UniRef100_UPI0020409BFF, UniRef:UniRef50_A0A0F0CAR9, UniRef:UniRef90_UPI0020409BFF
contig_14	cds	8978	9874	+	BEEJFJ_06205		sugar phosphate isomerase/epimerase	RefSeq:WP_251447931.1, SO:0001217, UniParc:UPI002040DD09, UniRef:UniRef100_UPI002040DD09, UniRef:UniRef50_R2SL68, UniRef:UniRef90_UPI002040DD09
contig_14	cds	9891	10856	+	BEEJFJ_06210		D-2-hydroxyacid dehydrogenase	RefSeq:WP_251447933.1, SO:0001217, UniParc:UPI00203AAFCF, UniRef:UniRef100_UPI00203AAFCF, UniRef:UniRef50_A0A380LN29, UniRef:UniRef90_UPI00203AAFCF
contig_14	cds	11013	11204	+	BEEJFJ_06215		alpha/beta-type small acid-soluble spore protein	SO:0001217, UniRef:UniRef50_A0A0H3J8B2, UniRef:UniRef90_UPI00203A888D
contig_14	cds	11283	12452	-	BEEJFJ_06220		MalY/PatB family protein	RefSeq:WP_251447937.1, SO:0001217, UniParc:UPI002041CC24, UniRef:UniRef100_UPI002041CC24, UniRef:UniRef50_A0A174Q0P9, UniRef:UniRef90_UPI002041CC24
contig_14	cds	12540	13925	-	BEEJFJ_06225	nhaC	Na+/H+ antiporter NhaC family protein	KEGG:K18218, RefSeq:WP_251447939.1, SO:0001217, UniParc:UPI0020415472, UniRef:UniRef100_UPI0020415472, UniRef:UniRef50_A0A328UD26, UniRef:UniRef90_UPI0020415472
contig_14	cds	14178	14708	+	BEEJFJ_06230		inorganic diphosphatase	RefSeq:WP_251447941.1, SO:0001217, UniParc:UPI002040B739, UniRef:UniRef100_UPI002040B739, UniRef:UniRef50_A0A4Z0YFF9, UniRef:UniRef90_UPI002040B739
contig_14	cds	14792	15958	+	BEEJFJ_06235	glf	UDP-galactopyranose mutase	EC:5.4.99.9, GO:0008767, GO:0009273, KEGG:K01854, RefSeq:WP_251447943.1, SO:0001217, UniParc:UPI002040FD0E, UniRef:UniRef100_UPI002040FD0E, UniRef:UniRef50_A0A2V2DVM5, UniRef:UniRef90_UPI002040FD0E
contig_14	cds	15998	17026	+	BEEJFJ_06240		glycosyltransferase family 2 protein	RefSeq:WP_251447945.1, SO:0001217, UniParc:UPI00203F8EEC, UniRef:UniRef100_UPI00203F8EEC, UniRef:UniRef50_A0A0J1IMZ2, UniRef:UniRef90_UPI00203F8EEC
contig_14	cds	17237	18529	+	BEEJFJ_06245		glycosyltransferase family 2 protein	SO:0001217, UniRef:UniRef50_A0A9D1VGV7, UniRef:UniRef90_UPI002041067C
contig_14	cds	18624	18938	-	BEEJFJ_06250		hypothetical protein	RefSeq:WP_251447950.1, SO:0001217, UniParc:UPI002040C9C6, UniRef:UniRef100_UPI002040C9C6, UniRef:UniRef50_UPI002040C9C6, UniRef:UniRef90_UPI002040C9C6
contig_14	cds	19131	20885	-	BEEJFJ_06255	argS	arginine--tRNA ligase	EC:6.1.1.19, GO:0004814, GO:0005737, GO:0006420, KEGG:K01887, RefSeq:WP_251447953.1, SO:0001217, UniParc:UPI00203E22DD, UniRef:UniRef100_UPI00203E22DD, UniRef:UniRef50_A0A9D2T1A4, UniRef:UniRef90_UPI00203E22DD
contig_14	cds	20882	21340	-	BEEJFJ_06260		DUF1934 domain-containing protein	RefSeq:WP_251447955.1, SO:0001217, UniParc:UPI00203AEB46, UniRef:UniRef100_UPI00203AEB46, UniRef:UniRef50_UPI00203AEB46, UniRef:UniRef90_UPI00203AEB46
contig_14	cds	21349	21591	-	BEEJFJ_06265		AbrB/MazE/SpoVT family DNA-binding domain-containing protein	KEGG:K06284, RefSeq:WP_251447957.1, SO:0001217, UniParc:UPI00203AAC31, UniRef:UniRef100_UPI00203AAC31, UniRef:UniRef50_R6F030, UniRef:UniRef90_UPI00203AAC31
contig_14	cds	21834	22412	+	BEEJFJ_06270		spore maturation protein A	KEGG:K06373, SO:0001217, UniRef:UniRef50_A6NS63, UniRef:UniRef90_UPI002040F6DB
contig_14	cds	22409	22936	+	BEEJFJ_06275		nucleoside recognition domain-containing protein	KEGG:K06374, RefSeq:WP_251447959.1, SO:0001217, UniParc:UPI00203FE54C, UniRef:UniRef100_UPI00203FE54C, UniRef:UniRef50_V2YJ50, UniRef:UniRef90_UPI00203FE54C
contig_14	cds	22975	23400	-	BEEJFJ_06280		Rrf2 family transcriptional regulator	RefSeq:WP_251447962.1, SO:0001217, UniParc:UPI00203A42B9, UniRef:UniRef100_UPI00203A42B9, UniRef:UniRef50_A0A174G657, UniRef:UniRef90_UPI00203A42B9
contig_14	cds	23711	24727	+	BEEJFJ_06285		bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase	GO:0003824, GO:0009073, GO:0046417, RefSeq:WP_251447964.1, SO:0001217, UniParc:UPI00203A681A, UniRef:UniRef100_UPI00203A681A, UniRef:UniRef50_A0A937U3Z5, UniRef:UniRef90_UPI00203A681A
contig_14	cds	24729	25586	+	BEEJFJ_06290		prephenate dehydrogenase/arogenate dehydrogenase family protein	RefSeq:WP_251447968.1, SO:0001217, UniParc:UPI00203AE39D, UniRef:UniRef100_UPI00203AE39D, UniRef:UniRef50_A0A1C5QKJ5, UniRef:UniRef90_UPI00203AE39D
